# Name Type group ID	MW       Precursor   coll_fac        mole_diam       surf_tens accomod  mass_dens non-volatile  partitioning  smiles psat_torr  dHvap
PTLFUOOH	4	2	143.38	TLFUOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&5.37E-01&0.00E+00&1.25E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&8.75E-01&1.25E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	9.34E-06	1.02E+02
PTLEMUCOOH	4	2	190.09	TLEMUCOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&5.56E-03&0.00E+00&9.94E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&9.94E-01&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.94E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.94E-01&5.56E-03&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&5.56E-03&0.00E+00&0.00E+00&0.00E+00&0.00E+00	3.16E-07	1.20E+02
PNCRESOOH	4	2	234.05	NCRESOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.39E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.39E-01&0.00E+00&6.08E-02&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.39E-01&0.00E+00&0.00E+00&6.08E-02&6.08E-02&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&6.08E-02&9.39E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.39E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	1.39E-06	1.15E+02
PTLEMUCNO3	4	2	219.15	TLEMUCNO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	3.20E-06	1.10E+02
PMNCATECH	4	2	169.13	MNCATECH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	1.53E-04	8.99E+01
PNTLFUOOH	4	2	191.22	NTLFUOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&8.65E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&6.08E-01&3.92E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	6.67E-06	1.04E+02
PDNPHEN	4	2	190.14	DNPHEN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.57E+00&0.00E+00&4.30E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	1.49E-04	8.81E+01
PMNNCATCOOH	4	2	296.42	MNNCATCOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.29E-02&9.87E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.99E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.99E-01&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.91E-01&9.37E-03&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.29E-02&1.00E+00	1.13E-11	1.69E+02
PNC4MDCO2H	4	2	159.10	NC4MDCO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00	4.04E-05	9.73E+01
PMNCATECOOH	4	2	251.32	MNCATECOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.94E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&5.98E-03&9.94E-01&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.99E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&9.94E-01&5.98E-03&0.00E+00&0.00E+00&0.00E+00&0.00E+00&5.98E-03&1.00E+00	1.70E-11	1.68E+02
